,No (vol.km),Advisory bike lane (vol.km),Advisory bike lane (single side) (vol.km),Bicyclists dismount (vol.km),Bus lane with cycling allowed (vol.km),Dedicated bike path (vol.km),Painted bike lane (vol.km),Protected bike lane (vol.km),Shared bike path (vol.km),Shared zone (vol.km),Sharrow (vol.km),Shoulder cyclable (vol.km),cycle (vol.km),No (%vol),Advisory bike lane (%vol),Advisory bike lane (single side) (%vol),Bicyclists dismount (%vol),Bus lane with cycling allowed (%vol),Dedicated bike path (%vol),Painted bike lane (%vol),Protected bike lane (%vol),Shared bike path (%vol),Shared zone (%vol),Sharrow (%vol),Shoulder cyclable (%vol),crow (vol.km),cycle-crow (vol.km),cycle/crow (%),No (%),Advisory bike lane (%),Advisory bike lane (single side) (%),Bicyclists dismount (%),Bus lane with cycling allowed (%),Dedicated bike path (%),Painted bike lane (%),Protected bike lane (%),Shared bike path (%),Shared zone (%),Sharrow (%),Shoulder cyclable (%)
,111177.88687802706,578.1853722289217,0.0,0.0,1932.9447374802585,138518.10246190766,142234.4050011405,86572.7996502727,88759.44965246838,101.10097171807604,15954.638828083906,0.0,585829.5135533274,18.9778569201271,0.09869515940259813,0.0,0.0,0.3299500439566544,23.644780479175793,24.2791463575167,14.777814645282819,15.151071702431171,0.017257746388510166,2.7234269457186664,0.0,474789.30114053685,111040.21241279057,123.38726086414547,80.15619118028248,0.025722483757824276,0.001000607685991161,0.003930869637264961,0.09331910189081968,1.5037972315976886,6.478079777583967,1.6043489281760575,6.736818503310446,0.07084953179484274,3.323244814670912,0.0026969696116931167
